run_id,run_name,hidden_dim,learning_rate,min_lr_ratio,adam_lr,num_layers,loss,optimizer_name,warmup
hidden128-nl16-adamn-cosine-lr3.97e-3-dclm-8c9373,hidden128-nl16-adamn-cosine-lr3.97e-3-dclm-8c9373,128.0,0.003968502629920498,0.0,0.003968502629920498,16.0,4.218509674072266,,0.1
hidden128-nl4-adamn-cosine-lr3.97e-3-dclm-bcbc70,hidden128-nl4-adamn-cosine-lr3.97e-3-dclm-bcbc70,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.501335144042969,,0.1
hidden128-nl4-adamh-cosine-lr2.50e-3-dclm-339e15,hidden128-nl4-adamh-cosine-lr2.50e-3-dclm-339e15,128.0,0.0025,0.0,0.0025,4.0,4.532055377960205,adamh,0.1
hidden128-nl8-adamh-cosine-lr1.59e-2-dclm-1b3d1a,hidden128-nl8-adamh-cosine-lr1.59e-2-dclm-1b3d1a,128.0,0.015874010519681993,0.0,0.015874010519681993,8.0,4.344216823577881,adamh,0.1
hidden128-nl16-adamh-cosine-lr1.00e-2-dclm-4514a9,hidden128-nl16-adamh-cosine-lr1.00e-2-dclm-4514a9,128.0,0.01,0.0,0.01,16.0,4.215017795562744,adamh,0.1
hidden128-nl4-adamh-cosine-lr6.30e-3-dclm-d4dcf9,hidden128-nl4-adamh-cosine-lr6.30e-3-dclm-d4dcf9,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.508220195770264,adamh,0.1
hidden128-nl32-adamn-cosine-lr4.00e-2-dclm-557d2c,hidden128-nl32-adamn-cosine-lr4.00e-2-dclm-557d2c,128.0,0.04,0.0,0.04,32.0,4.24616003036499,,0.1
hidden128-nl8-adamn-cosine-lr1.59e-2-dclm-832635,hidden128-nl8-adamn-cosine-lr1.59e-2-dclm-832635,128.0,0.015874010519681993,0.0,0.015874010519681993,8.0,4.396975994110107,,0.1
hidden128-nl32-adamn-cosine-lr3.97e-3-dclm-914d33,hidden128-nl32-adamn-cosine-lr3.97e-3-dclm-914d33,128.0,0.003968502629920498,0.0,0.003968502629920498,32.0,4.091912746429443,,0.1
hidden128-nl32-adamh-cosine-lr2.52e-2-dclm-4aa8a6,hidden128-nl32-adamh-cosine-lr2.52e-2-dclm-4aa8a6,128.0,0.025198420997897455,0.0,0.025198420997897455,32.0,4.131121635437012,adamh,0.1
hidden128-nl8-adamn-cosine-lr3.97e-3-dclm-fac51e,hidden128-nl8-adamn-cosine-lr3.97e-3-dclm-fac51e,128.0,0.003968502629920498,0.0,0.003968502629920498,8.0,4.346614360809326,,0.1
hidden128-nl32-adamn-cosine-lr1.00e-2-dclm-350803,hidden128-nl32-adamn-cosine-lr1.00e-2-dclm-350803,128.0,0.01,0.0,0.01,32.0,4.126880645751953,,0.1
hidden128-nl16-adamh-cosine-lr6.30e-3-dclm-ea7cc3,hidden128-nl16-adamh-cosine-lr6.30e-3-dclm-ea7cc3,128.0,0.006299605249474366,0.0,0.006299605249474366,16.0,4.22262716293335,adamh,0.1
hidden128-nl4-adamn-cosine-lr1.00e-2-dclm-540df8,hidden128-nl4-adamn-cosine-lr1.00e-2-dclm-540df8,128.0,0.01,0.0,0.01,4.0,4.521594524383545,,0.1
hidden128-nl32-adamh-cosine-lr3.97e-3-dclm-fe20ee,hidden128-nl32-adamh-cosine-lr3.97e-3-dclm-fe20ee,128.0,0.003968502629920498,0.0,0.003968502629920498,32.0,4.123310089111328,adamh,0.1
hidden128-nl32-adamn-cosine-lr2.52e-2-dclm-15b309,hidden128-nl32-adamn-cosine-lr2.52e-2-dclm-15b309,128.0,0.025198420997897455,0.0,0.025198420997897455,32.0,4.2067999839782715,,0.1
hidden128-nl32-adamn-cosine-lr2.50e-3-dclm-1d61dc,hidden128-nl32-adamn-cosine-lr2.50e-3-dclm-1d61dc,128.0,0.0025,0.0,0.0025,32.0,4.1008076667785645,,0.1
hidden128-nl16-muonj-cosine-lr4.00e-2-dclm-b00d20,hidden128-nl16-muonj-cosine-lr4.00e-2-dclm-b00d20,128.0,0.04,0.0,0.04,16.0,4.459252834320068,,0.0
hidden128-nl4-muonh-cosine-lr6.30e-3-dclm-07d13b,hidden128-nl4-muonh-cosine-lr6.30e-3-dclm-07d13b,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.49369478225708,muonh,0.0
hidden128-nl16-adamh-cosine-lr2.52e-2-dclm-93cbaa,hidden128-nl16-adamh-cosine-lr2.52e-2-dclm-93cbaa,128.0,0.025198420997897455,0.0,0.025198420997897455,16.0,4.241485118865967,adamh,0.1
hidden128-nl4-muonh-cosine-lr1.00e-2-dclm-c0f249,hidden128-nl4-muonh-cosine-lr1.00e-2-dclm-c0f249,128.0,0.01,0.0,0.01,4.0,4.481868267059326,muonh,0.0
hidden128-nl8-adamh-cosine-lr6.30e-3-dclm-92203e,hidden128-nl8-adamh-cosine-lr6.30e-3-dclm-92203e,128.0,0.006299605249474366,0.0,0.006299605249474366,8.0,4.351053237915039,adamh,0.1
hidden128-nl8-muonj-cosine-lr1.59e-2-dclm-c9881c,hidden128-nl8-muonj-cosine-lr1.59e-2-dclm-c9881c,128.0,0.015874010519681993,0.0,0.015874010519681993,8.0,4.341912269592285,,0.0
hidden128-nl32-muonj-cosine-lr1.00e-2-dclm-d60b5c,hidden128-nl32-muonj-cosine-lr1.00e-2-dclm-d60b5c,128.0,0.01,0.0,0.01,32.0,4.087857723236084,,0.0
hidden128-nl4-muonj-cosine-lr3.97e-3-dclm-fb6704,hidden128-nl4-muonj-cosine-lr3.97e-3-dclm-fb6704,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.4994587898254395,,0.0
hidden128-nl8-muonh-cosine-lr2.52e-2-dclm-6b80a3,hidden128-nl8-muonh-cosine-lr2.52e-2-dclm-6b80a3,128.0,0.025198420997897455,0.0,0.025198420997897455,8.0,4.363918781280518,muonh,0.0
hidden128-nl4-muonj-cosine-lr1.59e-2-dclm-063c25,hidden128-nl4-muonj-cosine-lr1.59e-2-dclm-063c25,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.48991584777832,,0.0
hidden128-nl32-muonj-cosine-lr2.50e-3-dclm-2f1894,hidden128-nl32-muonj-cosine-lr2.50e-3-dclm-2f1894,128.0,0.0025,0.0,0.0025,32.0,4.124907493591309,,0.0
hidden128-nl4-adamh-cosine-lr1.59e-2-dclm-3cf712,hidden128-nl4-adamh-cosine-lr1.59e-2-dclm-3cf712,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.5009002685546875,adamh,0.1
hidden128-nl16-muonj-cosine-lr1.59e-2-dclm-2a78da,hidden128-nl16-muonj-cosine-lr1.59e-2-dclm-2a78da,128.0,0.015874010519681993,0.0,0.015874010519681993,16.0,4.229551315307617,,0.0
hidden128-nl16-muonh-cosine-lr2.50e-3-dclm-7144b2,hidden128-nl16-muonh-cosine-lr2.50e-3-dclm-7144b2,128.0,0.0025,0.0,0.0025,16.0,4.244715690612793,muonh,0.0
hidden128-nl16-adamn-cosine-lr1.59e-2-dclm-61b86f,hidden128-nl16-adamn-cosine-lr1.59e-2-dclm-61b86f,128.0,0.015874010519681993,0.0,0.015874010519681993,16.0,4.2794880867004395,,0.1
hidden128-nl4-adamn-cosine-lr4.00e-2-dclm-868c0b,hidden128-nl4-adamn-cosine-lr4.00e-2-dclm-868c0b,128.0,0.04,0.0,0.04,4.0,4.58396053314209,,0.1
hidden128-nl8-adamh-cosine-lr2.52e-2-dclm-a853ce,hidden128-nl8-adamh-cosine-lr2.52e-2-dclm-a853ce,128.0,0.025198420997897455,0.0,0.025198420997897455,8.0,4.362671375274658,adamh,0.1
hidden128-nl16-adamh-cosine-lr4.00e-2-dclm-ca3b85,hidden128-nl16-adamh-cosine-lr4.00e-2-dclm-ca3b85,128.0,0.04,0.0,0.04,16.0,4.275015354156494,adamh,0.1
hidden128-nl32-adamn-cosine-lr6.30e-3-dclm-26a20f,hidden128-nl32-adamn-cosine-lr6.30e-3-dclm-26a20f,128.0,0.006299605249474366,0.0,0.006299605249474366,32.0,4.099328517913818,,0.1
hidden128-nl8-adamh-cosine-lr3.97e-3-dclm-f9d4d7,hidden128-nl8-adamh-cosine-lr3.97e-3-dclm-f9d4d7,128.0,0.003968502629920498,0.0,0.003968502629920498,8.0,4.373598575592041,adamh,0.1
hidden128-nl8-adamn-cosine-lr6.30e-3-dclm-d345d3,hidden128-nl8-adamn-cosine-lr6.30e-3-dclm-d345d3,128.0,0.006299605249474366,0.0,0.006299605249474366,8.0,4.347615718841553,,0.1
hidden128-nl16-adamn-cosine-lr2.50e-3-dclm-fd9042,hidden128-nl16-adamn-cosine-lr2.50e-3-dclm-fd9042,128.0,0.0025,0.0,0.0025,16.0,4.22814416885376,,0.1
hidden128-nl4-adamn-cosine-lr2.52e-2-dclm-710110,hidden128-nl4-adamn-cosine-lr2.52e-2-dclm-710110,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.553575038909912,,0.1
hidden128-nl16-muonh-cosine-lr6.30e-3-dclm-6e559e,hidden128-nl16-muonh-cosine-lr6.30e-3-dclm-6e559e,128.0,0.006299605249474366,0.0,0.006299605249474366,16.0,4.212343215942383,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.6-dclm-a71640,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.6-dclm-a71640,128.0,0.04,0.0,0.04,4.0,4.534416198730469,muonh,0.0
hidden128-nl32-muonh-cosine-lr1.59e-2-dclm-38fd45,hidden128-nl32-muonh-cosine-lr1.59e-2-dclm-38fd45,128.0,0.015874010519681993,0.0,0.015874010519681993,32.0,4.100647449493408,muonh,0.0
hidden128-nl8-muonj-cosine-lr3.97e-3-dclm-4da211,hidden128-nl8-muonj-cosine-lr3.97e-3-dclm-4da211,128.0,0.003968502629920498,0.0,0.003968502629920498,8.0,4.360866069793701,,0.0
hidden128-nl32-muonj-cosine-lr1.59e-2-dclm-0114d4,hidden128-nl32-muonj-cosine-lr1.59e-2-dclm-0114d4,128.0,0.015874010519681993,0.0,0.015874010519681993,32.0,4.126495361328125,,0.0
hidden128-nl16-muonj-cosine-lr1.00e-2-dclm-d4e589,hidden128-nl16-muonj-cosine-lr1.00e-2-dclm-d4e589,128.0,0.01,0.0,0.01,16.0,4.207810878753662,,0.0
hidden128-nl32-muonj-cosine-lr4.00e-2-dclm-3e8331,hidden128-nl32-muonj-cosine-lr4.00e-2-dclm-3e8331,128.0,0.04,0.0,0.04,32.0,4.460439682006836,,0.0
hidden128-nl4-muonj-cosine-lr1.00e-2-dclm-0bac39,hidden128-nl4-muonj-cosine-lr1.00e-2-dclm-0bac39,128.0,0.01,0.0,0.01,4.0,4.490043640136719,,0.0
hidden128-nl4-muonj-cosine-lr2.50e-3-dclm-6fb379,hidden128-nl4-muonj-cosine-lr2.50e-3-dclm-6fb379,128.0,0.0025,0.0,0.0025,4.0,4.5151472091674805,,0.0
hidden128-nl16-muonh-cosine-lr4.00e-2-dclm-06410d,hidden128-nl16-muonh-cosine-lr4.00e-2-dclm-06410d,128.0,0.04,0.0,0.04,16.0,4.30088996887207,muonh,0.0
hidden128-nl32-muonh-cosine-lr3.97e-3-dclm-20ec48,hidden128-nl32-muonh-cosine-lr3.97e-3-dclm-20ec48,128.0,0.003968502629920498,0.0,0.003968502629920498,32.0,4.099313259124756,muonh,0.0
hidden128-nl32-muonj-cosine-lr3.97e-3-dclm-f713d2,hidden128-nl32-muonj-cosine-lr3.97e-3-dclm-f713d2,128.0,0.003968502629920498,0.0,0.003968502629920498,32.0,4.097403526306152,,0.0
hidden128-nl32-muonj-cosine-lr2.52e-2-dclm-77fa56,hidden128-nl32-muonj-cosine-lr2.52e-2-dclm-77fa56,128.0,0.025198420997897455,0.0,0.025198420997897455,32.0,4.245479583740234,,0.0
hidden128-nl32-muonh-cosine-lr2.50e-3-dclm-9f7d36,hidden128-nl32-muonh-cosine-lr2.50e-3-dclm-9f7d36,128.0,0.0025,0.0,0.0025,32.0,4.123085021972656,muonh,0.0
hidden128-nl8-muonj-cosine-lr2.52e-2-dclm-08132d,hidden128-nl8-muonj-cosine-lr2.52e-2-dclm-08132d,128.0,0.025198420997897455,0.0,0.025198420997897455,8.0,4.3948655128479,,0.0
hidden128-nl8-muonh-cosine-lr2.50e-3-dclm-bec3d0,hidden128-nl8-muonh-cosine-lr2.50e-3-dclm-bec3d0,128.0,0.0025,0.0,0.0025,8.0,4.3778252601623535,muonh,0.0
hidden128-nl4-muonj-cosine-lr2.52e-2-dclm-d6af5e,hidden128-nl4-muonj-cosine-lr2.52e-2-dclm-d6af5e,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.51557731628418,,0.0
hidden128-nl4-muonh-cosine-lr2.50e-3-dclm-9bc4c4,hidden128-nl4-muonh-cosine-lr2.50e-3-dclm-9bc4c4,128.0,0.0025,0.0,0.0025,4.0,4.510700702667236,muonh,0.0
hidden128-nl8-muonh-cosine-lr3.97e-3-dclm-73b1ce,hidden128-nl8-muonh-cosine-lr3.97e-3-dclm-73b1ce,128.0,0.003968502629920498,0.0,0.003968502629920498,8.0,4.3586297035217285,muonh,0.0
hidden128-nl32-muonh-cosine-lr6.30e-3-dclm-c49b29,hidden128-nl32-muonh-cosine-lr6.30e-3-dclm-c49b29,128.0,0.006299605249474366,0.0,0.006299605249474366,32.0,4.085521221160889,muonh,0.0
hidden128-nl8-muonj-cosine-lr1.00e-2-dclm-21e871,hidden128-nl8-muonj-cosine-lr1.00e-2-dclm-21e871,128.0,0.01,0.0,0.01,8.0,4.338862419128418,,0.0
hidden128-nl16-muonj-cosine-lr3.97e-3-dclm-0d87e1,hidden128-nl16-muonj-cosine-lr3.97e-3-dclm-0d87e1,128.0,0.003968502629920498,0.0,0.003968502629920498,16.0,4.225102424621582,,0.0
hidden128-nl4-muonh-cosine-lr2.52e-2-dclm-35c110,hidden128-nl4-muonh-cosine-lr2.52e-2-dclm-35c110,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.4911909103393555,muonh,0.0
hidden128-nl32-adamn-cosine-lr1.59e-2-dclm-45182c,hidden128-nl32-adamn-cosine-lr1.59e-2-dclm-45182c,128.0,0.015874010519681993,0.0,0.015874010519681993,32.0,4.159964084625244,,0.1
hidden128-nl32-muonh-cosine-lr1.00e-2-dclm-a57e35,hidden128-nl32-muonh-cosine-lr1.00e-2-dclm-a57e35,128.0,0.01,0.0,0.01,32.0,4.082435131072998,muonh,0.0
hidden128-nl4-adamh-cosine-lr2.52e-2-dclm-2f5fd6,hidden128-nl4-adamh-cosine-lr2.52e-2-dclm-2f5fd6,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.504493236541748,adamh,0.1
hidden128-nl8-muonh-cosine-lr6.30e-3-dclm-7ebf3d,hidden128-nl8-muonh-cosine-lr6.30e-3-dclm-7ebf3d,128.0,0.006299605249474366,0.0,0.006299605249474366,8.0,4.3505682945251465,muonh,0.0
hidden128-nl8-adamn-cosine-lr2.52e-2-dclm-edcf1a,hidden128-nl8-adamn-cosine-lr2.52e-2-dclm-edcf1a,128.0,0.025198420997897455,0.0,0.025198420997897455,8.0,4.427507400512695,,0.1
hidden128-nl4-muonh-cosine-lr4.00e-2-dclm-abc434,hidden128-nl4-muonh-cosine-lr4.00e-2-dclm-abc434,128.0,0.04,0.0,0.04,4.0,4.533651351928711,muonh,0.0
hidden128-nl8-adamn-cosine-lr4.00e-2-dclm-f5f71a,hidden128-nl8-adamn-cosine-lr4.00e-2-dclm-f5f71a,128.0,0.04,0.0,0.04,8.0,4.464878559112549,,0.1
hidden128-nl16-adamh-cosine-lr3.97e-3-dclm-9d62a5,hidden128-nl16-adamh-cosine-lr3.97e-3-dclm-9d62a5,128.0,0.003968502629920498,0.0,0.003968502629920498,16.0,4.241779327392578,adamh,0.1
hidden128-nl8-muonj-cosine-lr6.30e-3-dclm-0ec627,hidden128-nl8-muonj-cosine-lr6.30e-3-dclm-0ec627,128.0,0.006299605249474366,0.0,0.006299605249474366,8.0,4.34800386428833,,0.0
hidden128-nl4-adamn-cosine-lr2.50e-3-dclm-81ffe5,hidden128-nl4-adamn-cosine-lr2.50e-3-dclm-81ffe5,128.0,0.0025,0.0,0.0025,4.0,4.506618022918701,,0.1
hidden128-nl8-adamn-cosine-lr1.00e-2-dclm-8f63e4,hidden128-nl8-adamn-cosine-lr1.00e-2-dclm-8f63e4,128.0,0.01,0.0,0.01,8.0,4.369906425476074,,0.1
hidden128-nl32-adamh-cosine-lr1.00e-2-dclm-9111b8,hidden128-nl32-adamh-cosine-lr1.00e-2-dclm-9111b8,128.0,0.01,0.0,0.01,32.0,4.0929365158081055,adamh,0.1
hidden128-nl8-muonh-cosine-lr4.00e-2-dclm-0ba6cf,hidden128-nl8-muonh-cosine-lr4.00e-2-dclm-0ba6cf,128.0,0.04,0.0,0.04,8.0,4.40786600112915,muonh,0.0
hidden128-nl16-muonj-cosine-lr2.52e-2-dclm-e633bd,hidden128-nl16-muonj-cosine-lr2.52e-2-dclm-e633bd,128.0,0.025198420997897455,0.0,0.025198420997897455,16.0,4.308520317077637,,0.0
hidden128-nl32-muonh-cosine-lr4.00e-2-dclm-f3b4cd,hidden128-nl32-muonh-cosine-lr4.00e-2-dclm-f3b4cd,128.0,0.04,0.0,0.04,32.0,4.211496829986572,muonh,0.0
hidden128-nl4-adamn-cosine-lr6.30e-3-dclm-522575,hidden128-nl4-adamn-cosine-lr6.30e-3-dclm-522575,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.501154899597168,,0.1
hidden128-nl4-muonj-cosine-lr4.00e-2-dclm-1c0a9d,hidden128-nl4-muonj-cosine-lr4.00e-2-dclm-1c0a9d,128.0,0.04,0.0,0.04,4.0,4.589578628540039,,0.0
hidden128-nl32-muonh-cosine-lr2.52e-2-dclm-0dfb75,hidden128-nl32-muonh-cosine-lr2.52e-2-dclm-0dfb75,128.0,0.025198420997897455,0.0,0.025198420997897455,32.0,4.144464015960693,muonh,0.0
hidden128-nl8-muonh-cosine-lr1.59e-2-dclm-822245,hidden128-nl8-muonh-cosine-lr1.59e-2-dclm-822245,128.0,0.015874010519681993,0.0,0.015874010519681993,8.0,4.3424601554870605,muonh,0.0
hidden128-nl4-muonj-cosine-lr6.30e-3-dclm-b15226,hidden128-nl4-muonj-cosine-lr6.30e-3-dclm-b15226,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.4898858070373535,,0.0
hidden128-nl8-muonj-cosine-lr4.00e-2-dclm-d23c37,hidden128-nl8-muonj-cosine-lr4.00e-2-dclm-d23c37,128.0,0.04,0.0,0.04,8.0,4.515933990478516,,0.0
hidden128-nl4-muonh-cosine-lr1.59e-2-dclm-a8bce6,hidden128-nl4-muonh-cosine-lr1.59e-2-dclm-a8bce6,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.486196041107178,muonh,0.0
hidden128-nl32-adamh-cosine-lr2.50e-3-dclm-d186e4,hidden128-nl32-adamh-cosine-lr2.50e-3-dclm-d186e4,128.0,0.0025,0.0,0.0025,32.0,4.150186538696289,adamh,0.1
hidden128-nl8-muonj-cosine-lr2.50e-3-dclm-68bb26,hidden128-nl8-muonj-cosine-lr2.50e-3-dclm-68bb26,128.0,0.0025,0.0,0.0025,8.0,4.376829624176025,,0.0
hidden128-nl32-muonj-cosine-lr6.30e-3-dclm-79c830,hidden128-nl32-muonj-cosine-lr6.30e-3-dclm-79c830,128.0,0.006299605249474366,0.0,0.006299605249474366,32.0,4.086081504821777,,0.0
hidden128-nl16-muonh-cosine-lr1.59e-2-dclm-3338a3,hidden128-nl16-muonh-cosine-lr1.59e-2-dclm-3338a3,128.0,0.015874010519681993,0.0,0.015874010519681993,16.0,4.214151382446289,muonh,0.0
hidden128-nl16-muonj-cosine-lr2.50e-3-dclm-b2024c,hidden128-nl16-muonj-cosine-lr2.50e-3-dclm-b2024c,128.0,0.0025,0.0,0.0025,16.0,4.24437952041626,,0.0
hidden128-nl8-muonh-cosine-lr1.00e-2-dclm-bfc78c,hidden128-nl8-muonh-cosine-lr1.00e-2-dclm-bfc78c,128.0,0.01,0.0,0.01,8.0,4.3406805992126465,muonh,0.0
hidden128-nl16-muonh-cosine-lr2.52e-2-dclm-57f798,hidden128-nl16-muonh-cosine-lr2.52e-2-dclm-57f798,128.0,0.025198420997897455,0.0,0.025198420997897455,16.0,4.24422550201416,muonh,0.0
hidden128-nl4-muonl-cosine-lr7.07e-3-dclm-f7df35,hidden128-nl4-muonl-cosine-lr7.07e-3-dclm-f7df35,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.484621047973633,,0.0
hidden128-nl4-muonl-cosine-lr1.41e-2-dclm-5b9454,hidden128-nl4-muonl-cosine-lr1.41e-2-dclm-5b9454,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.505154609680176,,0.0
hidden128-nl4-muonh-cosine-lr3.97e-3-dclm-10c9e1,hidden128-nl4-muonh-cosine-lr3.97e-3-dclm-10c9e1,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.505404949188232,muonh,0.0
hidden128-nl16-muonh-cosine-lr1.00e-2-dclm-cfc708,hidden128-nl16-muonh-cosine-lr1.00e-2-dclm-cfc708,128.0,0.01,0.0,0.01,16.0,4.200283050537109,muonh,0.0
hidden128-nl16-muonj-cosine-lr6.30e-3-dclm-a27de9,hidden128-nl16-muonj-cosine-lr6.30e-3-dclm-a27de9,128.0,0.006299605249474366,0.0,0.006299605249474366,16.0,4.211330890655518,,0.0
hidden128-nl16-muonh-cosine-lr3.97e-3-dclm-ceabd3,hidden128-nl16-muonh-cosine-lr3.97e-3-dclm-ceabd3,128.0,0.003968502629920498,0.0,0.003968502629920498,16.0,4.225217819213867,muonh,0.0
hidden128-nl4-muonl-cosine-lr5.00e-3-m95-9947dd,hidden128-nl4-muonl-cosine-lr5.00e-3-m95-9947dd,128.0,0.005,0.0,0.005,4.0,4.496283531188965,,0.0
hidden128-nl4-muonl-cosine-lr1.00e-2-dclm-31ef11,hidden128-nl4-muonl-cosine-lr1.00e-2-dclm-31ef11,128.0,0.01,0.0,0.01,4.0,4.4905571937561035,,0.0
hidden128-nl4-muonl-cosine-lr1.41e-2-m95-409179,hidden128-nl4-muonl-cosine-lr1.41e-2-m95-409179,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.505069255828857,,0.0
hidden128-nl4-muonl-cosine-lr2.00e-2-m95-c3aa9e,hidden128-nl4-muonl-cosine-lr2.00e-2-m95-c3aa9e,128.0,0.02,0.0,0.02,4.0,4.513610363006592,,0.0
hidden128-nl4-muonl-cosine-lr5.00e-3-dclm-7f7e87,hidden128-nl4-muonl-cosine-lr5.00e-3-dclm-7f7e87,128.0,0.005,0.0,0.005,4.0,4.496283531188965,,0.0
hidden128-nl4-muonl-cosine-lr2.00e-2-dclm-457814,hidden128-nl4-muonl-cosine-lr2.00e-2-dclm-457814,128.0,0.02,0.0,0.02,4.0,4.513610363006592,,0.0
hidden128-nl4-muonl-cosine-lr1.00e-2-m95-741821,hidden128-nl4-muonl-cosine-lr1.00e-2-m95-741821,128.0,0.01,0.0,0.01,4.0,4.490586757659912,,0.0
hidden128-nl4-muonl-cosine-lr7.07e-3-m95-830be7,hidden128-nl4-muonl-cosine-lr7.07e-3-m95-830be7,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.484621047973633,,0.0
hidden128-nl4-muonp-cosine-lr5.00e-3-m95-53669b,hidden128-nl4-muonp-cosine-lr5.00e-3-m95-53669b,128.0,0.005,0.0,0.005,4.0,4.49485445022583,,0.0
hidden128-nl4-muonp-short-lr2.00e-2-m95-8798b0,hidden128-nl4-muonp-short-lr2.00e-2-m95-8798b0,128.0,0.02,0.0,0.02,4.0,4.50394344329834,,0.0
hidden128-nl4-muonp-cosine-lr2.00e-2-m95-715352,hidden128-nl4-muonp-cosine-lr2.00e-2-m95-715352,128.0,0.02,0.0,0.02,4.0,4.476459980010986,,0.0
hidden128-nl4-muonp-short-lr1.00e-2-m95-9559cf,hidden128-nl4-muonp-short-lr1.00e-2-m95-9559cf,128.0,0.01,0.0,0.01,4.0,4.51131010055542,,0.0
hidden128-nl4-muonp-cosine-lr7.07e-3-m95-25b9d2,hidden128-nl4-muonp-cosine-lr7.07e-3-m95-25b9d2,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.48400354385376,,0.0
hidden128-nl4-muonp-cosine-lr1.00e-2-m95-dba5b2,hidden128-nl4-muonp-cosine-lr1.00e-2-m95-dba5b2,128.0,0.01,0.0,0.01,4.0,4.481844902038574,,0.0
hidden128-nl4-muonh-short-lr2.00e-2-m95-a3d63b,hidden128-nl4-muonh-short-lr2.00e-2-m95-a3d63b,128.0,0.02,0.0,0.02,4.0,4.5182785987854,muonh,0.0
hidden128-nl4-muonh-short-lr1.00e-2-m95-a72e4a,hidden128-nl4-muonh-short-lr1.00e-2-m95-a72e4a,128.0,0.01,0.0,0.01,4.0,4.524216651916504,muonh,0.0
hidden128-nl4-muonr-short-lr2.00e-2-m95-71e072,hidden128-nl4-muonr-short-lr2.00e-2-m95-71e072,128.0,0.02,0.0,0.02,4.0,4.5166754722595215,,0.0
hidden128-nl4-muonr-short-lr1.00e-2-m95-1dad36,hidden128-nl4-muonr-short-lr1.00e-2-m95-1dad36,128.0,0.01,0.0,0.01,4.0,4.518038272857666,,0.0
hidden128-nl4-muonp-cosine-lr1.41e-2-m95-f3a1c1,hidden128-nl4-muonp-cosine-lr1.41e-2-m95-f3a1c1,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.482588291168213,,0.0
hidden128-nl4-muonc-cosine-lr1.00e-2-m95-c1028a,hidden128-nl4-muonc-cosine-lr1.00e-2-m95-c1028a,128.0,0.01,0.0,0.01,4.0,4.490785598754883,,0.0
hidden128-nl4-muonc-cosine-lr2.00e-2-m95-62e1b5,hidden128-nl4-muonc-cosine-lr2.00e-2-m95-62e1b5,128.0,0.02,0.0,0.02,4.0,4.49003267288208,,0.0
hidden128-nl4-muonc-cosine-lr1.41e-2-m95-d854ee,hidden128-nl4-muonc-cosine-lr1.41e-2-m95-d854ee,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.488741874694824,,0.0
exp1570_hidden128-nl64-mup-adam-no-input-norm-lr1.41e-2-4d671c,exp1570_hidden128-nl64-mup-adam-no-input-norm-lr1.41e-2-4d671c,128.0,0.014142135623730952,0.0,,64.0,4.046194553375244,adam,0.1
hidden128-nl4-muonc-cosine-lr5.00e-3-m95-0af493,hidden128-nl4-muonc-cosine-lr5.00e-3-m95-0af493,128.0,0.005,0.0,0.005,4.0,4.497556209564209,,0.0
hidden128-nl4-muonc-cosine-lr7.07e-3-m95-eb4cf9,hidden128-nl4-muonc-cosine-lr7.07e-3-m95-eb4cf9,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.489932537078857,,0.0
exp1570_hidden128-nl32-mup-adam-no-input-norm-lr2.00e-2-86a17b,exp1570_hidden128-nl32-mup-adam-no-input-norm-lr2.00e-2-86a17b,128.0,0.02,0.0,,32.0,4.165426254272461,adam,0.1
exp1570_hidden256-nl4-mup-muon-linear-input-norm-lr3.54e-3-6dca9f,exp1570_hidden256-nl4-mup-muon-linear-input-norm-lr3.54e-3-6dca9f,256.0,0.003535533905932738,0.0,0.003535533905932738,4.0,4.1747517585754395,muon,0.0
exp1570_hidden128-nl16-mup-muon-linear-input-norm-lr2.00e-2-277c5c,exp1570_hidden128-nl16-mup-muon-linear-input-norm-lr2.00e-2-277c5c,128.0,0.02,0.0,0.02,16.0,4.272926330566406,muon,0.0
