run_id,run_name,hidden_dim,learning_rate,min_lr_ratio,adam_lr,num_layers,loss,optimizer_name,warmup
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-f4c032,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-f4c032,512.0,0.01,0.0,0.01,4.0,3.868715286254883,muonh,0.1
exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr5.00e-3-c6ea97,exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr5.00e-3-c6ea97,128.0,0.005,0.0,0.005,512.0,3.7679529190063477,adamh,0.1
exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr2.00e-2-4f821e,exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr2.00e-2-4f821e,128.0,0.02,0.0,0.02,512.0,3.830531358718872,adamh,0.1
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-4713ab,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-4713ab,256.0,0.02,0.0,0.02,4.0,4.176498889923096,muonh,0.1
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr1.00e-2-d7ee4b,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr1.00e-2-d7ee4b,128.0,0.01,0.0,0.01,64.0,4.021766185760498,muonh,0.1
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr1.00e-2-e1a79f,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr1.00e-2-e1a79f,128.0,0.01,0.0,0.01,16.0,4.256101608276367,muonh,0.1
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr7.07e-3-639a72,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr7.07e-3-639a72,128.0,0.007071067811865476,0.0,0.007071067811865476,16.0,4.262775897979736,muonh,0.1
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr1.41e-2-3627a9,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr1.41e-2-3627a9,128.0,0.014142135623730952,0.0,0.014142135623730952,16.0,4.261279106140137,muonh,0.1
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-7e2bfe,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-7e2bfe,512.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.873920440673828,muonh,0.1
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr2.00e-2-1fa382,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr2.00e-2-1fa382,128.0,0.02,0.0,0.02,64.0,4.042362213134766,muonh,0.1
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-aaba9e,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-aaba9e,256.0,0.005,0.0,0.005,4.0,4.184226036071777,muonh,0.1
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr1.00e-2-ec35f4,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr1.00e-2-ec35f4,128.0,0.01,0.0,0.01,32.0,4.139565944671631,muonh,0.1
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-d06e91,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-d06e91,512.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.868035078048706,muonh,0.1
exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr1.00e-2-77322e,exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr1.00e-2-77322e,128.0,0.01,0.0,0.01,8.0,4.388693809509277,muonh,0.1
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr5.00e-3-be4e6b,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr5.00e-3-be4e6b,128.0,0.005,0.0,0.005,16.0,4.270541667938232,muonh,0.1
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr2.00e-2-c9e4ca,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr2.00e-2-c9e4ca,128.0,0.02,0.0,0.02,32.0,4.159041404724121,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-6ae1df,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-6ae1df,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.530282974243164,muonh,0.1
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-c6eac4,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-c6eac4,2048.0,0.01,0.0,0.01,4.0,3.4644532203674316,muonh,0.1
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-ff714b,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-ff714b,1024.0,0.01,0.0,0.01,4.0,3.6364455223083496,muonh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr7.07e-3-53d88b,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr7.07e-3-53d88b,128.0,0.007071067811865476,0.0,0.007071067811865476,128.0,3.91560697555542,muonh,0.1
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-5218a3,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-5218a3,1024.0,0.005,0.0,0.005,4.0,3.6362664699554443,muonh,0.1
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-1651e6,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-1651e6,2048.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.4845170974731445,muonh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr2.00e-2-124da5,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr2.00e-2-124da5,128.0,0.02,0.0,0.02,128.0,3.9449849128723145,muonh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr1.00e-2-ca6d9c,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr1.00e-2-ca6d9c,128.0,0.01,0.0,0.01,128.0,3.931856870651245,muonh,0.1
exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr2.00e-2-100e3b,exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr2.00e-2-100e3b,128.0,0.02,0.0,0.02,8.0,4.39612340927124,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-36496d,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-36496d,128.0,0.01,0.0,0.01,4.0,4.525608539581299,muonh,0.1
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr5.00e-3-51a033,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr5.00e-3-51a033,128.0,0.005,0.0,0.005,64.0,4.03278923034668,muonh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr1.41e-2-d54df0,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr1.41e-2-d54df0,128.0,0.014142135623730952,0.0,0.014142135623730952,128.0,3.93050217628479,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-df0517,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-df0517,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.521814346313477,muonh,0.1
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-75efb9,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr1.00e-2-75efb9,256.0,0.01,0.0,0.01,4.0,4.169957160949707,muonh,0.1
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-a3db15,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-a3db15,1024.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.647691249847412,muonh,0.1
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-214306,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-214306,256.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.170435905456543,muonh,0.1
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-a47889,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.1-lr1.41e-2-a47889,256.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.171391010284424,muonh,0.1
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-7d9822,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-7d9822,2048.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.4540324211120605,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-700230,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-700230,128.0,0.005,0.0,0.005,4.0,4.535984039306641,muonh,0.1
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-55d307,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr7.07e-3-55d307,1024.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.633540391921997,muonh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr5.00e-3-3b68fd,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.1-lr5.00e-3-3b68fd,128.0,0.005,0.0,0.005,128.0,3.9222612380981445,muonh,0.1
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-8e1da4,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-8e1da4,512.0,0.02,0.0,0.02,4.0,3.8849945068359375,muonh,0.1
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-60d502,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-60d502,512.0,0.005,0.0,0.005,4.0,3.8763504028320312,muonh,0.1
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr2.00e-2-4c77a5,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.1-lr2.00e-2-4c77a5,128.0,0.02,0.0,0.02,16.0,4.266607761383057,muonh,0.1
exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr1.41e-2-fe017a,exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr1.41e-2-fe017a,128.0,0.014142135623730952,0.0,0.014142135623730952,8.0,4.389023303985596,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-ef3e89,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-ef3e89,128.0,0.02,0.0,0.02,4.0,4.526756763458252,muonh,0.1
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-9c5fdb,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-9c5fdb,2048.0,0.02,0.0,0.02,4.0,3.5121612548828125,muonh,0.1
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-086ba3,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.1-lr2.00e-2-086ba3,1024.0,0.02,0.0,0.02,4.0,3.6664037704467773,muonh,0.1
exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr1.00e-2-6a3cb1,exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr1.00e-2-6a3cb1,256.0,0.01,0.0,0.01,4.0,4.161613941192627,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-befdb9,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-befdb9,512.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.872997999191284,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-4e2aef,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-4e2aef,128.0,0.005,0.0,0.005,4.0,4.533967971801758,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr5.00e-3-ecabf0,exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr5.00e-3-ecabf0,128.0,0.005,0.0,0.005,64.0,4.034193515777588,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr2.00e-2-3b2366,exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr2.00e-2-3b2366,128.0,0.02,0.0,0.02,4.0,4.527632713317871,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-98ac36,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-98ac36,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.527411937713623,muonh,0.0
exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr1.00e-2-0f695b,exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr1.00e-2-0f695b,128.0,0.01,0.0,,512.0,3.7780232429504395,adam,0.1
exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr2.50e-3-975b9f,exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr2.50e-3-975b9f,128.0,0.0025,0.0,,512.0,3.773306131362915,adam,0.1
exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr7.07e-3-5493db,exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr7.07e-3-5493db,128.0,0.007071067811865476,0.0,,512.0,3.7657973766326904,adam,0.1
exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr5.00e-3-8ae253,exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr5.00e-3-8ae253,128.0,0.005,0.0,,512.0,3.7630093097686768,adam,0.1
exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr3.54e-3-139f77,exp1570_hidden128-nl512-mup-adamw-0-warmup-0.1-lr3.54e-3-139f77,128.0,0.003535533905932738,0.0,,512.0,3.7674143314361572,adam,0.1
exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr1.41e-2-1dfe40,exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr1.41e-2-1dfe40,128.0,0.014142135623730952,0.0,0.014142135623730952,32.0,4.147866249084473,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr7.07e-3-65a64c,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr7.07e-3-65a64c,128.0,0.007071067811865476,0.0,0.007071067811865476,32.0,4.1497907638549805,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr1.00e-2-1345b9,exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr1.00e-2-1345b9,128.0,0.01,0.0,0.01,4.0,4.519848346710205,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-b0b90b,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-b0b90b,1024.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.622875213623047,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-52007b,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-52007b,512.0,0.01,0.0,0.01,4.0,3.8620996475219727,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr5.00e-3-e6fe90,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr5.00e-3-e6fe90,128.0,0.005,0.0,0.005,32.0,4.154630184173584,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.0-lr2.00e-2-e6032e,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.0-lr2.00e-2-e6032e,128.0,0.02,0.0,0.02,16.0,4.275096893310547,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr5.00e-3-35f163,exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr5.00e-3-35f163,128.0,0.005,0.0,0.005,8.0,4.402712821960449,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-0-warmup-0.0-lr7.07e-3-bf289d,exp1570_hidden128-nl16-mup-muonh-0-warmup-0.0-lr7.07e-3-bf289d,128.0,0.007071067811865476,0.0,0.007071067811865476,16.0,4.268097877502441,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr1.41e-2-65df4f,exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr1.41e-2-65df4f,128.0,0.014142135623730952,0.0,0.014142135623730952,8.0,4.3916335105896,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-2802dc,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-2802dc,256.0,0.01,0.0,0.01,4.0,4.161613941192627,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr1.41e-2-5c5f21,exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr1.41e-2-5c5f21,256.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.164013385772705,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr1.00e-2-1af268,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.0-lr1.00e-2-1af268,128.0,0.01,0.0,0.01,32.0,4.139286518096924,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-a7b433,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-a7b433,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.523521423339844,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr5.00e-3-3a3b6d,exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr5.00e-3-3a3b6d,1024.0,0.005,0.0,0.005,4.0,3.627788782119751,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr1.41e-2-1bde50,exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr1.41e-2-1bde50,128.0,0.014142135623730952,0.0,0.014142135623730952,16.0,4.265036582946777,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-8841ad,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-8841ad,1024.0,0.02,0.0,0.02,4.0,3.673259735107422,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-f081b3,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-f081b3,256.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.164013385772705,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr5.00e-3-86fff7,exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr5.00e-3-86fff7,256.0,0.005,0.0,0.005,4.0,4.171501159667969,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-7d8ecd,exp1570_hidden128-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-7d8ecd,128.0,0.01,0.0,0.01,4.0,4.519848346710205,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr5.00e-3-a706a5,exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr5.00e-3-a706a5,128.0,0.005,0.0,0.005,32.0,4.154630184173584,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-d101df,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-d101df,256.0,0.005,0.0,0.005,4.0,4.171501159667969,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr2.00e-2-7bac5a,exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr2.00e-2-7bac5a,128.0,0.02,0.0,0.02,64.0,4.061393737792969,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr7.07e-3-f72c11,exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr7.07e-3-f72c11,128.0,0.007071067811865476,0.0,0.007071067811865476,32.0,4.1497907638549805,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-27ac3a,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-27ac3a,256.0,0.02,0.0,0.02,4.0,4.169787883758545,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr5.00e-3-0ee2b6,exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr5.00e-3-0ee2b6,128.0,0.005,0.0,0.005,4.0,4.533967971801758,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr5.00e-3-f69daf,exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr5.00e-3-f69daf,128.0,0.005,0.0,0.005,16.0,4.275460243225098,muonh,0.0
exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr7.07e-3-6bb1db,exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr7.07e-3-6bb1db,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.527411937713623,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr1.41e-2-fb8261,exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr1.41e-2-fb8261,512.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.872997999191284,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-80c4de,exp1570_hidden256-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-80c4de,256.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.160728454589844,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr1.00e-2-db8a0a,exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr1.00e-2-db8a0a,128.0,0.01,0.0,0.01,32.0,4.139286518096924,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr5.00e-3-04290b,exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr5.00e-3-04290b,512.0,0.005,0.0,0.005,4.0,3.8732340335845947,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-7ef278,exp1570_hidden512-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-7ef278,512.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.8634371757507324,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr1.00e-2-5e3b7a,exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr1.00e-2-5e3b7a,512.0,0.01,0.0,0.01,4.0,3.8620996475219727,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-e607e7,exp1570_hidden1024-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-e607e7,1024.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.644219160079956,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr7.07e-3-7921ea,exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr7.07e-3-7921ea,512.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.8634371757507324,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr2.00e-2-c76f5c,exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr2.00e-2-c76f5c,128.0,0.02,0.0,0.02,16.0,4.275096893310547,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr7.07e-3-f8adbd,exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr7.07e-3-f8adbd,128.0,0.007071067811865476,0.0,0.007071067811865476,8.0,4.395394802093506,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr2.00e-2-42d2f7,exp1570_hidden512-nl4-mup-muonh-linear-input-norm-lr2.00e-2-42d2f7,512.0,0.02,0.0,0.02,4.0,3.8864691257476807,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr2.00e-2-30a249,exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr2.00e-2-30a249,256.0,0.02,0.0,0.02,4.0,4.169787883758545,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr2.00e-2-667846,exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr2.00e-2-667846,1024.0,0.02,0.0,0.02,4.0,3.673259735107422,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr1.00e-2-14a83f,exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr1.00e-2-14a83f,128.0,0.01,0.0,0.01,128.0,3.9189159870147705,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr1.41e-2-059b64,exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr1.41e-2-059b64,128.0,0.014142135623730952,0.0,0.014142135623730952,128.0,3.9327969551086426,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr1.00e-2-2ce6d0,exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr1.00e-2-2ce6d0,128.0,0.01,0.0,0.01,8.0,4.388169288635254,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr1.00e-2-8b0b19,exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr1.00e-2-8b0b19,1024.0,0.01,0.0,0.01,4.0,3.627692461013794,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr7.07e-3-38902f,exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr7.07e-3-38902f,1024.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.622875213623047,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr2.00e-2-77281c,exp1570_hidden128-nl8-mup-muonh-linear-input-norm-lr2.00e-2-77281c,128.0,0.02,0.0,0.02,8.0,4.394110679626465,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr7.07e-3-3328e9,exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr7.07e-3-3328e9,128.0,0.007071067811865476,0.0,0.007071067811865476,16.0,4.268097877502441,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr5.00e-3-41dcae,exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr5.00e-3-41dcae,128.0,0.005,0.0,0.005,8.0,4.402923107147217,muonh,0.1
exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr1.41e-2-e56a30,exp1570_hidden128-nl4-mup-muonh-linear-input-norm-lr1.41e-2-e56a30,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.523521423339844,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr1.41e-2-5c12a0,exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr1.41e-2-5c12a0,128.0,0.014142135623730952,0.0,0.014142135623730952,64.0,4.032334804534912,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr2.00e-2-9cc51c,exp1570_hidden128-nl32-mup-muonh-linear-input-norm-lr2.00e-2-9cc51c,128.0,0.02,0.0,0.02,32.0,4.166424751281738,muonh,0.0
